key	query	seed_ortholog	evalue	score	eggNOG_OGs	description	preferred_name	GOs	KEGG_ko	KEGG_pathway	brite	PFAMs
3058	BBF22110.1	742823.HMPREF9465_00467	3.44e-218	608.0	COG0468@1|root,COG0468@2|Bacteria,1MU3C@1224|Proteobacteria,2VHNA@28216|Betaproteobacteria,4PQ9R@995019|Sutterellaceae	Can catalyze the hydrolysis of ATP in the presence of single-stranded DNA, the ATP-dependent uptake of single-stranded DNA by duplex DNA, and the ATP-dependent hybridization of homologous single-stranded DNAs. It interacts with LexA causing its activation and leading to its autocatalytic cleavage	recA	-	ko:K03553	ko03440,map03440	ko00000,ko00001,ko00002,ko03400	RecA
3058	BBF22111.1	742823.HMPREF9465_00468	1.71e-191	538.0	COG1135@1|root,COG1135@2|Bacteria,1QTTK@1224|Proteobacteria,2VJ0S@28216|Betaproteobacteria,4PQQ6@995019|Sutterellaceae	Part of the ABC transporter complex MetNIQ involved in methionine import. Responsible for energy coupling to the transport system	metN	-	ko:K02071	ko02010,map02010	ko00000,ko00001,ko00002,ko02000	ABC_tran,NIL
3058	BBF22112.1	742823.HMPREF9465_00469	8.61e-124	356.0	COG2011@1|root,COG2011@2|Bacteria,1MW8E@1224|Proteobacteria,2VHYT@28216|Betaproteobacteria,4PQB6@995019|Sutterellaceae	Binding-protein-dependent transport system inner membrane component	metI	-	ko:K02072	ko02010,map02010	ko00000,ko00001,ko00002,ko02000	BPD_transp_1
3058	BBF22113.1	742823.HMPREF9465_00473	2.63e-139	397.0	COG0220@1|root,COG0220@2|Bacteria,1MUWJ@1224|Proteobacteria,2VJN2@28216|Betaproteobacteria,4PQ9D@995019|Sutterellaceae	Catalyzes the formation of N(7)-methylguanine at position 46 (m7G46) in tRNA	trmB	-	ko:K03439	-	ko00000,ko01000,ko03016	Methyltransf_4
3058	BBF22114.1	742821.HMPREF9464_00463	3.16e-143	410.0	COG1968@1|root,COG1968@2|Bacteria,1MX02@1224|Proteobacteria,2VHSA@28216|Betaproteobacteria,4PQEC@995019|Sutterellaceae	Catalyzes the dephosphorylation of undecaprenyl diphosphate (UPP). Confers resistance to bacitracin	uppP	-	ko:K06153	ko00550,map00550	ko00000,ko00001,ko01000,ko01011	BacA
3058	BBF22115.1	742823.HMPREF9465_00475	2.52e-72	226.0	COG0653@1|root,COG0653@2|Bacteria,1R1NG@1224|Proteobacteria,2WI30@28216|Betaproteobacteria,4PQXG@995019|Sutterellaceae	Uncharacterised protein family (UPF0149)	-	-	-	-	-	SEC-C,UPF0149
3058	BBF22116.1	742823.HMPREF9465_00476	2.84e-109	344.0	COG0665@1|root,COG0665@2|Bacteria,1QVH0@1224|Proteobacteria,2WHGY@28216|Betaproteobacteria	Catalyzes the last two steps in the biosynthesis of 5- methylaminomethyl-2-thiouridine (mnm(5)s(2)U) at the wobble position (U34) in tRNA. Catalyzes the FAD-dependent demodification of cmnm(5)s(2)U34 to nm(5)s(2)U34, followed by the transfer of a methyl group from S-adenosyl-L-methionine to nm(5)s(2)U34, to form mnm(5)s(2)U34	mnmC	-	ko:K15461	-	ko00000,ko01000,ko03016	DAO
3058	BBF22117.1	742823.HMPREF9465_00477	0.0	1026.0	COG0488@1|root,COG0488@2|Bacteria,1MU37@1224|Proteobacteria,2VHES@28216|Betaproteobacteria,4PQKW@995019|Sutterellaceae	ABC transporter	yjjK	-	ko:K06020	-	ko00000,ko01000	ABC_tran,ABC_tran_Xtn
3058	BBF22118.1	742823.HMPREF9465_00478	8.98e-104	305.0	COG0515@1|root,COG0515@2|Bacteria,1N75K@1224|Proteobacteria,2W05P@28216|Betaproteobacteria,4PQYC@995019|Sutterellaceae	serine threonine protein kinase	-	-	-	-	-	-
3058	BBF22119.1	742823.HMPREF9465_00479	3.75e-48	157.0	2CJPW@1|root,32SAH@2|Bacteria,1NAJ3@1224|Proteobacteria,2W4DG@28216|Betaproteobacteria,4PR79@995019|Sutterellaceae	-	-	-	-	-	-	-
3058	BBF22120.1	1203554.HMPREF1476_02116	1.89e-71	218.0	COG0589@1|root,COG0589@2|Bacteria,1MZ3K@1224|Proteobacteria,2VQAE@28216|Betaproteobacteria,4PR13@995019|Sutterellaceae	Universal stress protein family	-	-	-	-	-	Usp
3058	BBF22121.1	742823.HMPREF9465_00481	1.22e-111	329.0	COG1179@1|root,COG1179@2|Bacteria,1MWXR@1224|Proteobacteria,2VJPP@28216|Betaproteobacteria,4PQXE@995019|Sutterellaceae	ThiF family	moeB	-	ko:K22132	-	ko00000,ko03016	ThiF
3058	BBF22122.1	742823.HMPREF9465_00482	4.16e-174	490.0	COG0589@1|root,COG0589@2|Bacteria,1N8EJ@1224|Proteobacteria,2VUAF@28216|Betaproteobacteria,4PQ9K@995019|Sutterellaceae	Universal stress protein family	-	-	-	-	-	Usp
3058	BBF22123.1	1203554.HMPREF1476_02118	8.53e-69	219.0	COG2197@1|root,COG2197@2|Bacteria,1R2TM@1224|Proteobacteria,2VS9J@28216|Betaproteobacteria,4PR5X@995019|Sutterellaceae	Bacterial regulatory proteins, luxR family	-	-	-	-	-	GerE,Response_reg
3058	BBF22124.1	742821.HMPREF9464_00455	8.07e-83	248.0	COG0315@1|root,COG0315@2|Bacteria,1RCYZ@1224|Proteobacteria,2VR7B@28216|Betaproteobacteria,4PQWX@995019|Sutterellaceae	Catalyzes the conversion of (8S)-3',8-cyclo-7,8- dihydroguanosine 5'-triphosphate to cyclic pyranopterin monophosphate (cPMP)	moaC	-	ko:K03637	ko00790,ko01100,ko04122,map00790,map01100,map04122	ko00000,ko00001,ko01000	MoaC
3058	BBF22125.1	742823.HMPREF9465_00485	3.18e-238	669.0	COG4783@1|root,COG4783@2|Bacteria,1MVFV@1224|Proteobacteria,2VHAY@28216|Betaproteobacteria,4PQ8N@995019|Sutterellaceae	Peptidase family M48	yggG_1	-	-	-	-	Peptidase_M48,TPR_19
3058	BBF22126.1	742823.HMPREF9465_00486	1.41e-244	673.0	COG0492@1|root,COG0492@2|Bacteria,1MW14@1224|Proteobacteria,2VGZS@28216|Betaproteobacteria,4PQPG@995019|Sutterellaceae	Flavin-binding monooxygenase-like	trxB2	-	ko:K00384	ko00450,map00450	ko00000,ko00001,ko01000	Pyr_redox_2,Pyr_redox_3
3058	BBF22127.1	742823.HMPREF9465_00487	4.54e-198	556.0	COG0489@1|root,COG0489@2|Bacteria,1MU7R@1224|Proteobacteria,2VIMV@28216|Betaproteobacteria,4PQDU@995019|Sutterellaceae	Binds and transfers iron-sulfur (Fe-S) clusters to target apoproteins. Can hydrolyze ATP	mrp	-	ko:K03593	-	ko00000,ko03029,ko03036	FeS_assembly_P,ParA
3058	BBF22128.1	742823.HMPREF9465_00488	0.0	1195.0	COG0073@1|root,COG0143@1|root,COG0073@2|Bacteria,COG0143@2|Bacteria,1MUBY@1224|Proteobacteria,2VH19@28216|Betaproteobacteria,4PQS6@995019|Sutterellaceae	Is required not only for elongation of protein synthesis but also for the initiation of all mRNA translation through initiator tRNA(fMet) aminoacylation	metG	-	ko:K01874	ko00450,ko00970,map00450,map00970	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	Anticodon_1,tRNA-synt_1g,tRNA_bind
3058	BBF22129.1	742823.HMPREF9465_00489	0.0	937.0	COG0659@1|root,COG0659@2|Bacteria,1MVWV@1224|Proteobacteria,2VH45@28216|Betaproteobacteria,4PQTN@995019|Sutterellaceae	Sulfate permease family	sulP	-	ko:K03321	-	ko00000,ko02000	STAS,Sulfate_transp
3058	BBF22130.1	742823.HMPREF9465_01615	1.8e-106	317.0	COG1464@1|root,COG1464@2|Bacteria,1MUVY@1224|Proteobacteria,2VHUN@28216|Betaproteobacteria,4PQ5K@995019|Sutterellaceae	NLPA lipoprotein	metQ3	-	ko:K02073	ko02010,map02010	ko00000,ko00001,ko00002,ko02000	Lipoprotein_9
3058	BBF22131.1	742823.HMPREF9465_00490	1.36e-93	286.0	COG1354@1|root,COG1354@2|Bacteria,1MVCN@1224|Proteobacteria,2VKE7@28216|Betaproteobacteria,4PQZQ@995019|Sutterellaceae	Participates in chromosomal partition during cell division. May act via the formation of a condensin-like complex containing Smc and ScpB that pull DNA away from mid-cell into both cell halves	scpA	-	ko:K05896	-	ko00000,ko03036	SMC_ScpA
3058	BBF22132.1	742823.HMPREF9465_00491	1.27e-289	802.0	COG0281@1|root,COG0281@2|Bacteria,1MU0A@1224|Proteobacteria,2VIYB@28216|Betaproteobacteria,4PQW0@995019|Sutterellaceae	Malic enzyme, N-terminal domain	maeB	-	ko:K00029	ko00620,ko00710,ko01100,ko01120,ko01200,map00620,map00710,map01100,map01120,map01200	ko00000,ko00001,ko00002,ko01000	Malate_DH,Malic_M,PTA_PTB,malic
3058	BBF22133.1	1203554.HMPREF1476_02128	5.86e-56	186.0	COG1729@1|root,COG1729@2|Bacteria,1MUSV@1224|Proteobacteria,2VIPC@28216|Betaproteobacteria,4PR3R@995019|Sutterellaceae	Mediates coordination of peptidoglycan synthesis and outer membrane constriction during cell division	cpoB	-	-	-	-	TPR_16,TPR_6,TolA_bind_tri,YfiO
3058	BBF22134.1	742823.HMPREF9465_00493	1.07e-84	254.0	COG2885@1|root,COG2885@2|Bacteria,1MZTV@1224|Proteobacteria,2VSP6@28216|Betaproteobacteria,4PQYF@995019|Sutterellaceae	OmpA family	pal	-	ko:K03640	-	ko00000,ko02000	OmpA
3058	BBF22135.1	1203554.HMPREF1476_02130	3.92e-134	399.0	COG0823@1|root,COG0823@2|Bacteria,1MV09@1224|Proteobacteria,2VH9R@28216|Betaproteobacteria,4PQE7@995019|Sutterellaceae	Involved in the TonB-independent uptake of proteins	tolB	-	ko:K03641	-	ko00000,ko02000	PD40,TolB_N
