key	query	seed_ortholog	evalue	score	eggNOG_OGs	description	preferred_name	GOs	KEGG_ko	KEGG_pathway	brite	PFAMs
1800	SDF06682.1	478749.BRYFOR_07880	3.4e-41	138.0	COG1943@1|root,COG1943@2|Bacteria,1TSQ0@1239|Firmicutes,25CMS@186801|Clostridia	PFAM Transposase	-	-	ko:K07491	-	ko00000	Y1_Tnp
1800	SDF06719.1	180332.JTGN01000012_gene425	2.66e-309	855.0	COG1293@1|root,COG1293@2|Bacteria,1TQ8A@1239|Firmicutes,248RK@186801|Clostridia	Fibronectin-binding protein	FbpA	-	-	-	-	DUF814,FbpA
1800	SDF06759.1	478749.BRYFOR_06458	1.24e-199	554.0	COG1561@1|root,COG1561@2|Bacteria,1TQHJ@1239|Firmicutes,24824@186801|Clostridia	TIGR00255 family	yicC	-	-	-	-	DUF1732,YicC_N
1800	SDF06800.1	478749.BRYFOR_06457	8.92e-53	166.0	COG2052@1|root,COG2052@2|Bacteria,1VA40@1239|Firmicutes,24MXV@186801|Clostridia	Belongs to the UPF0296 family	NPD7_560	-	ko:K09777	-	ko00000	DUF370
1800	SDF06843.1	478749.BRYFOR_06456	5.07e-143	404.0	COG0194@1|root,COG0194@2|Bacteria,1TP0M@1239|Firmicutes,24HEX@186801|Clostridia	Essential for recycling GMP and indirectly, cGMP	gmk	-	ko:K00942	ko00230,ko01100,map00230,map01100	ko00000,ko00001,ko00002,ko01000	Guanylate_kin
1800	SDF06883.1	478749.BRYFOR_06455	9.3e-58	181.0	COG1758@1|root,COG1758@2|Bacteria,1VF65@1239|Firmicutes	Promotes RNA polymerase assembly. Latches the N- and C- terminal regions of the beta' subunit thereby facilitating its interaction with the beta and alpha subunits	rpoZ	-	ko:K03060	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020	br01611,ko00000,ko00001,ko00002,ko01000,ko03021,ko03400	RNA_pol_Rpb6
1800	SDF06927.1	478749.BRYFOR_06454	8.32e-149	419.0	COG3247@1|root,COG3247@2|Bacteria,1VFKP@1239|Firmicutes,24RBX@186801|Clostridia	Psort location CytoplasmicMembrane, score	-	-	-	-	-	DUF308
1800	SDF06969.1	478749.BRYFOR_06453	0.0	880.0	COG0621@1|root,COG0621@2|Bacteria,1TP2W@1239|Firmicutes,2487D@186801|Clostridia	Catalyzes the methylthiolation of an aspartic acid residue of ribosomal protein S12	rimO	-	ko:K14441	-	ko00000,ko01000,ko03009	Radical_SAM,TRAM,UPF0004
1800	SDF07011.1	478749.BRYFOR_06452	4.64e-118	338.0	COG0558@1|root,COG0558@2|Bacteria,1V6PJ@1239|Firmicutes,24J7Y@186801|Clostridia	Belongs to the CDP-alcohol phosphatidyltransferase class-I family	pgsA	-	ko:K00995,ko:K08744	ko00564,ko01100,map00564,map01100	ko00000,ko00001,ko01000	CDP-OH_P_transf
1800	SDF07054.1	478749.BRYFOR_06451	2.03e-291	796.0	COG1058@1|root,COG1546@1|root,COG1058@2|Bacteria,COG1546@2|Bacteria,1TQ1N@1239|Firmicutes,249WC@186801|Clostridia	Belongs to the CinA family	cinA	-	ko:K03742,ko:K03743	ko00760,map00760	ko00000,ko00001,ko01000	CinA,MoCF_biosynth
1800	SDF07097.1	478749.BRYFOR_06450	1.68e-56	176.0	2EMJQ@1|root,325UR@2|Bacteria,1URUV@1239|Firmicutes,24SVN@186801|Clostridia	-	-	-	-	-	-	-
1800	SDF07134.1	478749.BRYFOR_06449	1.18e-68	210.0	2EJ0U@1|root,33CS0@2|Bacteria,1VKD6@1239|Firmicutes,24W6Q@186801|Clostridia	-	-	-	-	-	-	-
1800	SDF07173.1	1298920.KI911353_gene1822	0.000102	42.7	28TY8@1|root,2ZG4W@2|Bacteria,1W5IA@1239|Firmicutes,25P5A@186801|Clostridia,221F8@1506553|Lachnoclostridium	-	-	-	-	-	-	-
1800	SDF07271.1	33035.JPJF01000016_gene3886	4.88e-06	47.8	2DSHC@1|root,33G4Q@2|Bacteria,1VMRV@1239|Firmicutes,25AFM@186801|Clostridia,3Y0T4@572511|Blautia	Psort location Extracellular, score 8.82	-	-	-	-	-	-
1800	SDF07315.1	180332.JTGN01000012_gene380	6.8e-220	628.0	COG1404@1|root,COG1404@2|Bacteria,1TQE0@1239|Firmicutes,25B1A@186801|Clostridia	COG COG1404 Subtilisin-like serine proteases	-	-	-	-	-	Peptidase_S8
1800	SDF07354.1	478749.BRYFOR_06443	2.03e-220	607.0	COG1404@1|root,COG1404@2|Bacteria,1TQRU@1239|Firmicutes,249H1@186801|Clostridia	Belongs to the peptidase S8 family	aprX	-	ko:K17734	-	ko00000,ko01000,ko01002	Peptidase_S8
1800	SDF07401.1	478749.BRYFOR_06442	7.31e-271	740.0	COG2706@1|root,COG2706@2|Bacteria,1TQ3J@1239|Firmicutes,248JF@186801|Clostridia	Psort location Cytoplasmic, score	-	-	ko:K07404	ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,map00030,map01100,map01110,map01120,map01130,map01200	ko00000,ko00001,ko00002,ko01000	Lactonase
