key	query	seed_ortholog	evalue	score	eggNOG_OGs	description	preferred_name	GOs	KEGG_ko	KEGG_pathway	brite	PFAMs
2008	PEG34169.1	1370125.AUWT01000011_gene1715	4.79e-47	159.0	2FEYE@1|root,346X3@2|Bacteria,2GN2Q@201174|Actinobacteria,23504@1762|Mycobacteriaceae	PFAM Fibronectin-attachment	apa	GO:0002682,GO:0002684,GO:0005575,GO:0005576,GO:0006950,GO:0007154,GO:0008150,GO:0009267,GO:0009605,GO:0009607,GO:0009987,GO:0009991,GO:0031667,GO:0031668,GO:0031669,GO:0033554,GO:0035821,GO:0042594,GO:0043207,GO:0044003,GO:0044403,GO:0044419,GO:0048518,GO:0048583,GO:0048584,GO:0050776,GO:0050778,GO:0050789,GO:0050896,GO:0051701,GO:0051704,GO:0051707,GO:0051716,GO:0051817,GO:0052031,GO:0052173,GO:0052200,GO:0052255,GO:0052552,GO:0052553,GO:0052555,GO:0052556,GO:0052558,GO:0052559,GO:0052564,GO:0052572,GO:0065007,GO:0071496,GO:0075136	-	-	-	FAP
2008	PEG34194.1	287.DR97_1720	5.7e-53	175.0	COG1485@1|root,COG1485@2|Bacteria,1R7YI@1224|Proteobacteria,1RPZM@1236|Gammaproteobacteria,1YEIE@136841|Pseudomonas aeruginosa group	AFG1-like ATPase	-	-	ko:K06916	-	ko00000,ko03036	AFG1_ATPase
2008	PEG34222.1	1370125.AUWT01000027_gene5367	3.33e-38	137.0	COG2159@1|root,COG2159@2|Bacteria,2GKG2@201174|Actinobacteria,234EQ@1762|Mycobacteriaceae	amidohydrolase	-	-	-	-	-	Amidohydro_2
2008	PEG34223.1	1370125.AUWT01000033_gene1297	6.92e-18	84.3	COG1403@1|root,COG1403@2|Bacteria,2HAHI@201174|Actinobacteria,234RM@1762|Mycobacteriaceae	PFAM HNH endonuclease	-	-	-	-	-	DUF222,HNH
2008	PEG34244.1	47839.CCAU010000001_gene2961	2.42e-47	171.0	COG1020@1|root,COG1020@2|Bacteria,2GISR@201174|Actinobacteria,233YJ@1762|Mycobacteriaceae	Peptide synthetase	-	-	-	-	-	AMP-binding,AMP-binding_C,Condensation,Methyltransf_12,NAD_binding_4,PP-binding,Thioesterase
2008	PEG34245.1	710421.Mycch_1096	3.94e-47	166.0	COG1403@1|root,COG1403@2|Bacteria,2GP2N@201174|Actinobacteria,232ST@1762|Mycobacteriaceae	HNH endonuclease	-	-	-	-	-	DUF222,HNH
2008	PEG34326.1	318424.EU78_27770	5.98e-123	365.0	COG0843@1|root,COG0843@2|Bacteria,2GJHX@201174|Actinobacteria,233K8@1762|Mycobacteriaceae	Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Subunits 1- 3 form the functional core of the enzyme complex. CO I is the catalytic subunit of the enzyme. Electrons originating in cytochrome c are transferred via the copper A center of subunit 2 and heme A of subunit 1 to the bimetallic center formed by heme A3 and copper B	ctaD	GO:0005575,GO:0005623,GO:0005886,GO:0006091,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008152,GO:0009060,GO:0009987,GO:0015672,GO:0015980,GO:0015988,GO:0015990,GO:0016020,GO:0022900,GO:0022904,GO:0034220,GO:0044237,GO:0044464,GO:0045333,GO:0051179,GO:0051234,GO:0055085,GO:0055114,GO:0071944,GO:0098655,GO:0098660,GO:0098662,GO:1902600	ko:K02274	ko00190,ko01100,map00190,map01100	ko00000,ko00001,ko00002,ko01000	COX1
2008	PEG34327.1	164757.Mjls_1833	3.71e-151	439.0	COG0843@1|root,COG0843@2|Bacteria,2GJHX@201174|Actinobacteria,233K8@1762|Mycobacteriaceae	Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Subunits 1- 3 form the functional core of the enzyme complex. CO I is the catalytic subunit of the enzyme. Electrons originating in cytochrome c are transferred via the copper A center of subunit 2 and heme A of subunit 1 to the bimetallic center formed by heme A3 and copper B	ctaD	GO:0005575,GO:0005623,GO:0005886,GO:0006091,GO:0006810,GO:0006811,GO:0006812,GO:0008150,GO:0008152,GO:0009060,GO:0009987,GO:0015672,GO:0015980,GO:0015988,GO:0015990,GO:0016020,GO:0022900,GO:0022904,GO:0034220,GO:0044237,GO:0044464,GO:0045333,GO:0051179,GO:0051234,GO:0055085,GO:0055114,GO:0071944,GO:0098655,GO:0098660,GO:0098662,GO:1902600	ko:K02274	ko00190,ko01100,map00190,map01100	ko00000,ko00001,ko00002,ko01000	COX1
2008	PEG34356.1	164757.Mjls_4731	6.27e-157	453.0	COG1403@1|root,COG1403@2|Bacteria,2GU7G@201174|Actinobacteria,232NV@1762|Mycobacteriaceae	Domain of unknown function (DUF222)	-	-	-	-	-	DUF222,HNH
2008	PEG34357.1	1370125.AUWT01000052_gene4803	6.46e-293	799.0	COG2159@1|root,COG2159@2|Bacteria,2GKG2@201174|Actinobacteria,234EQ@1762|Mycobacteriaceae	amidohydrolase	-	-	-	-	-	Amidohydro_2
2008	PEG34377.1	1150599.MPHLEI_02808	2.93e-148	421.0	COG1028@1|root,COG1028@2|Bacteria,2GK47@201174|Actinobacteria,232HN@1762|Mycobacteriaceae	short-chain dehydrogenase reductase	ydaD	-	-	-	-	adh_short_C2
2008	PEG34378.1	710687.KI912270_gene2618	2.38e-06	47.0	2AVQR@1|root,31MHY@2|Bacteria,2IN87@201174|Actinobacteria,23A34@1762|Mycobacteriaceae	-	-	-	-	-	-	-
2008	PEG34379.1	318424.EU78_18405	2.21e-198	616.0	COG1020@1|root,COG1020@2|Bacteria,2GISR@201174|Actinobacteria,233YJ@1762|Mycobacteriaceae	Peptide synthetase	-	-	-	-	-	AMP-binding,AMP-binding_C,Condensation,Methyltransf_12,PP-binding,Thioesterase
2008	PEG34405.1	1370125.AUWT01000041_gene276	9.41e-213	595.0	COG2826@1|root,COG2826@2|Bacteria,2GMZX@201174|Actinobacteria,2346K@1762|Mycobacteriaceae	PFAM Integrase	-	-	-	-	-	HTH_32,HTH_38,rve
2008	PEG34406.1	931627.MycrhDRAFT_6181	3.59e-212	590.0	COG3547@1|root,COG3547@2|Bacteria,2GS79@201174|Actinobacteria,235I1@1762|Mycobacteriaceae	Transposase	-	-	-	-	-	DEDD_Tnp_IS110,Transposase_20
2008	PEG34433.1	525368.HMPREF0591_0377	8.37e-175	501.0	COG2826@1|root,COG2826@2|Bacteria,2GMZX@201174|Actinobacteria,2346K@1762|Mycobacteriaceae	PFAM Integrase	-	-	-	-	-	HTH_38,rve
2008	PEG34465.1	83332.Rv0796	4.32e-198	557.0	COG2801@1|root,COG2801@2|Bacteria,2GKDY@201174|Actinobacteria,236WD@1762|Mycobacteriaceae	Identical to many other M. tuberculosis IS6110 transposase subunits. The transposase described here may be made by a frame shifting mechanism during translation that fuses	-	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	ko:K07497	-	ko00000	HTH_21,rve,rve_3
2008	PEG34466.1	350054.Mflv_0513	1.5e-296	808.0	COG3385@1|root,COG3385@2|Bacteria,2GKQB@201174|Actinobacteria	Transposase	-	-	-	-	-	DDE_Tnp_1,Nterm_IS4
2008	PEG34467.1	1121924.ATWH01000007_gene2038	3.77e-06	49.3	COG3385@1|root,COG3385@2|Bacteria,2GKQB@201174|Actinobacteria	Transposase	-	-	-	-	-	DDE_Tnp_1,Nterm_IS4
