key	query	seed_ortholog	evalue	score	eggNOG_OGs	description	preferred_name	GOs	KEGG_ko	KEGG_pathway	brite	PFAMs
2812	MBU2941042.1	1449351.RISW2_17120	2.19e-13	78.6	COG2931@1|root,COG2931@2|Bacteria,1MU7T@1224|Proteobacteria,2TRVY@28211|Alphaproteobacteria,4KNMU@93682|Roseivivax	Haemolysin-type calcium-binding repeat (2 copies)	-	-	-	-	-	Cadherin,HemolysinCabind
2812	MBU2941043.1	1231392.OCGS_2812	6.68e-314	868.0	COG0659@1|root,COG0659@2|Bacteria,1MWDF@1224|Proteobacteria,2TT0G@28211|Alphaproteobacteria	COG0659 Sulfate permease and related transporters (MFS superfamily	-	-	ko:K03321	-	ko00000,ko02000	STAS,Sulfate_transp
2812	MBU2941044.1	1231392.OCGS_2813	0.0	1001.0	COG3119@1|root,COG3119@2|Bacteria,1MV0B@1224|Proteobacteria,2TRI6@28211|Alphaproteobacteria	COG3119 Arylsulfatase A and related enzymes	-	-	-	-	-	DUF4976,Sulfatase
2812	MBU2941045.1	1231392.OCGS_2814	1.37e-201	563.0	COG2358@1|root,COG2358@2|Bacteria,1Q6GH@1224|Proteobacteria,2U1DH@28211|Alphaproteobacteria	transport system, periplasmic component	-	-	ko:K07080	-	ko00000	NMT1_3
2812	MBU2941046.1	1231392.OCGS_2815	0.0	976.0	COG4666@1|root,COG4666@2|Bacteria,1MUNB@1224|Proteobacteria,2TQY9@28211|Alphaproteobacteria	transport system fused permease components	-	-	-	-	-	DctM
2812	MBU2941047.1	1231392.OCGS_2816	2.33e-110	326.0	COG1414@1|root,COG1414@2|Bacteria,1NDET@1224|Proteobacteria	Transcriptional regulator	-	-	-	-	-	HTH_IclR
2812	MBU2941048.1	644076.SCH4B_0220	3.67e-29	133.0	COG2931@1|root,COG2931@2|Bacteria,1MU7T@1224|Proteobacteria,2TRVY@28211|Alphaproteobacteria,4NDHP@97050|Ruegeria	Haemolysin-type calcium-binding repeat (2 copies)	-	-	ko:K01406	ko01503,map01503	ko00000,ko00001,ko01000,ko01002	CBM60,HemolysinCabind,Metallophos,PPC,Peptidase_M10_C
2812	MBU2941049.1	391626.OAN307_c19380	0.0	1206.0	COG0210@1|root,COG1112@1|root,COG1502@1|root,COG0210@2|Bacteria,COG1112@2|Bacteria,COG1502@2|Bacteria,1N8SW@1224|Proteobacteria	AAA domain	-	-	-	-	-	AAA_11,AAA_12,AAA_30,PLDc_2,Toprim
2812	MBU2941050.1	1122201.AUAZ01000004_gene3304	1.18e-86	325.0	COG2911@1|root,COG2931@1|root,COG5295@1|root,COG2911@2|Bacteria,COG2931@2|Bacteria,COG5295@2|Bacteria,1MU7T@1224|Proteobacteria,1RS1Z@1236|Gammaproteobacteria,46643@72275|Alteromonadaceae	COG2931, RTX toxins and related Ca2 -binding proteins	-	-	ko:K01729	ko00051,map00051	ko00000,ko00001,ko01000	Chondroitinas_B,Polysacc_lyase
2812	MBU2941051.1	1122201.AUAZ01000004_gene3304	6.73e-53	215.0	COG2911@1|root,COG2931@1|root,COG5295@1|root,COG2911@2|Bacteria,COG2931@2|Bacteria,COG5295@2|Bacteria,1MU7T@1224|Proteobacteria,1RS1Z@1236|Gammaproteobacteria,46643@72275|Alteromonadaceae	COG2931, RTX toxins and related Ca2 -binding proteins	-	-	ko:K01729	ko00051,map00051	ko00000,ko00001,ko01000	Chondroitinas_B,Polysacc_lyase
2812	MBU2941053.1	1288298.rosmuc_01772	1.19e-37	139.0	2EJ19@1|root,33CSG@2|Bacteria,1NHI9@1224|Proteobacteria,2UJX7@28211|Alphaproteobacteria	-	-	-	-	-	-	-
2812	MBU2941054.1	1185766.DL1_03205	1.46e-24	96.3	2CDYT@1|root,33Y3F@2|Bacteria,1NVQP@1224|Proteobacteria,2US6Z@28211|Alphaproteobacteria	-	-	-	-	-	-	-
2812	MBU2941055.1	501479.ACNW01000022_gene3761	1.94e-69	216.0	2DC14@1|root,2ZCBT@2|Bacteria,1RA56@1224|Proteobacteria,2U5FT@28211|Alphaproteobacteria	-	-	-	-	-	-	-
2812	MBU2941056.1	391619.PGA1_c22470	3.32e-53	175.0	29G5V@1|root,3033M@2|Bacteria,1RFRC@1224|Proteobacteria,2U8B8@28211|Alphaproteobacteria	-	-	-	-	-	-	-
2812	MBU2941057.1	1123247.AUIJ01000002_gene2228	4.06e-59	193.0	2CDD6@1|root,32CGN@2|Bacteria,1R8AY@1224|Proteobacteria,2UAB8@28211|Alphaproteobacteria	-	-	-	-	-	-	-
2812	MBU2941059.1	1402135.SUH3_11945	4.16e-41	146.0	28I48@1|root,2Z87T@2|Bacteria,1QFM2@1224|Proteobacteria	-	-	-	-	-	-	-
2812	MBU2941060.1	1188256.BASI01000003_gene2915	7.38e-64	204.0	COG4220@1|root,COG4220@2|Bacteria,1RKEN@1224|Proteobacteria,2UDNM@28211|Alphaproteobacteria	Phage DNA packaging protein Nu1	-	-	-	-	-	DUF1441,Phage_Nu1
2812	MBU2941061.1	272943.RSP_3781	2.52e-262	748.0	COG5525@1|root,COG5525@2|Bacteria,1MVS3@1224|Proteobacteria,2U0U6@28211|Alphaproteobacteria	Phage terminase large subunit (GpA)	-	-	-	-	-	Terminase_GpA
2812	MBU2941062.1	1265502.KB906000_gene3325	3.67e-07	49.7	2DPUF@1|root,333EK@2|Bacteria,1NC52@1224|Proteobacteria,2VX5H@28216|Betaproteobacteria,4AFM5@80864|Comamonadaceae	-	-	-	-	-	-	-
2812	MBU2941063.1	314271.RB2654_16486	6.79e-197	563.0	COG5511@1|root,COG5511@2|Bacteria,1MVN4@1224|Proteobacteria,2TSGI@28211|Alphaproteobacteria	Phage portal protein lambda family	-	-	-	-	-	Phage_portal_2
2812	MBU2941064.1	314271.RB2654_16481	0.0	902.0	COG0616@1|root,COG0740@1|root,COG0616@2|Bacteria,COG0740@2|Bacteria,1MUQ9@1224|Proteobacteria,2TX6D@28211|Alphaproteobacteria	Belongs to the peptidase S14 family	-	-	-	-	-	CLP_protease,Mu-like_gpT
2812	MBU2941065.1	1278073.MYSTI_01930	1.7e-27	104.0	COG5471@1|root,COG5471@2|Bacteria,1NDRS@1224|Proteobacteria	Uncharacterized conserved protein (DUF2190)	-	-	-	-	-	DUF2190
2812	MBU2941066.1	1101189.AQUO01000001_gene3040	1.76e-16	75.9	2EB0H@1|root,3351B@2|Bacteria,1NADU@1224|Proteobacteria,2UHD4@28211|Alphaproteobacteria,2PYWP@265|Paracoccus	-	-	-	-	-	-	-
2812	MBU2941068.1	1101189.AQUO01000001_gene3041	1.09e-09	60.5	2DFYZ@1|root,2ZTT5@2|Bacteria,1P7SB@1224|Proteobacteria,2UW5Q@28211|Alphaproteobacteria,2PYQ2@265|Paracoccus	-	-	-	-	-	-	-
2812	MBU2941069.1	314271.RB2654_16456	7.28e-36	126.0	2AN62@1|root,31D3Z@2|Bacteria,1P3Z8@1224|Proteobacteria,2UYCH@28211|Alphaproteobacteria	-	-	-	-	-	-	-
2812	MBU2941071.1	1229204.AMYY01000017_gene1284	1.78e-43	176.0	COG1345@1|root,COG1345@2|Bacteria,1QZZ9@1224|Proteobacteria,2TZSX@28211|Alphaproteobacteria	Prophage tail length tape measure protein	-	-	-	-	-	TMP_2
2812	MBU2941072.1	1461694.ATO9_04145	4.57e-35	132.0	2EBRP@1|root,335RK@2|Bacteria,1NF5R@1224|Proteobacteria,2UH0N@28211|Alphaproteobacteria	-	-	-	-	-	-	-
2812	MBU2941073.1	195105.CN97_00710	6.26e-28	110.0	2DDH4@1|root,32U1H@2|Bacteria,1N5S0@1224|Proteobacteria,2UE01@28211|Alphaproteobacteria	-	-	-	-	-	-	-
2812	MBU2941075.1	1337093.MBE-LCI_1550	5.84e-156	481.0	COG4733@1|root,COG4733@2|Bacteria,1R7KR@1224|Proteobacteria,2U3Q1@28211|Alphaproteobacteria	Putative phage tail protein	-	-	-	-	-	Phage-tail_3
2812	MBU2941076.1	421052.F945_01936	1.66e-07	63.5	2BZS8@1|root,33Y1A@2|Bacteria,1P4DW@1224|Proteobacteria,1SZ9A@1236|Gammaproteobacteria,3NTCM@468|Moraxellaceae	-	-	-	-	-	-	Lipase_GDSL,Lipase_GDSL_2
2812	MBU2941077.1	195105.CN97_19495	5.84e-105	333.0	COG0457@1|root,COG3629@1|root,COG0457@2|Bacteria,COG3629@2|Bacteria,1MUMZ@1224|Proteobacteria,2TRUI@28211|Alphaproteobacteria	Adenylate cyclase	-	-	-	-	-	TPR_16
2812	MBU2941080.1	1185876.BN8_03932	7.1e-68	228.0	2BQVK@1|root,32JSF@2|Bacteria,4P0AD@976|Bacteroidetes	-	-	-	-	-	-	-
2812	MBU2941081.1	766499.C357_16791	4.37e-97	319.0	COG0671@1|root,COG0671@2|Bacteria,1PMVX@1224|Proteobacteria,2TTJS@28211|Alphaproteobacteria	phosphoesterase, PA-phosphatase related	-	-	-	-	-	-
2812	MBU2941082.1	458817.Shal_1886	2.01e-195	563.0	COG3119@1|root,COG3119@2|Bacteria,1MV92@1224|Proteobacteria,1RPDE@1236|Gammaproteobacteria,2QDMX@267890|Shewanellaceae	Sulfatase	atsA	-	ko:K01130	ko00140,ko00600,map00140,map00600	ko00000,ko00001,ko01000	Sulfatase
2812	MBU2941083.1	252305.OB2597_05455	1.28e-31	113.0	COG3553@1|root,COG3553@2|Bacteria,1N757@1224|Proteobacteria,2UFEV@28211|Alphaproteobacteria,2PEUW@252301|Oceanicola	Uncharacterized protein conserved in bacteria (DUF2218)	-	-	ko:K09956	-	ko00000	DUF2218
2812	MBU2941084.1	644076.SCH4B_3261	1.51e-114	339.0	COG4607@1|root,COG4607@2|Bacteria,1R54Y@1224|Proteobacteria,2TQZF@28211|Alphaproteobacteria,4ND53@97050|Ruegeria	Periplasmic binding protein	fatB	-	ko:K02016	ko02010,map02010	ko00000,ko00001,ko00002,ko02000	Peripla_BP_2
2812	MBU2941085.1	1305735.JAFT01000005_gene1925	5.77e-140	405.0	COG4606@1|root,COG4606@2|Bacteria,1MVSV@1224|Proteobacteria,2TT3W@28211|Alphaproteobacteria,2PC9V@252301|Oceanicola	Belongs to the binding-protein-dependent transport system permease family. FecCD subfamily	fatD	-	ko:K02015	ko02010,map02010	ko00000,ko00001,ko00002,ko02000	FecCD
2812	MBU2941086.1	1300350.DSW25_15525	1.93e-111	332.0	COG4605@1|root,COG4605@2|Bacteria,1NM9D@1224|Proteobacteria,2TU5W@28211|Alphaproteobacteria,3ZYDK@60136|Sulfitobacter	FecCD transport family	fatC	-	ko:K02015	ko02010,map02010	ko00000,ko00001,ko00002,ko02000	FecCD
2812	MBU2941087.1	1300350.DSW25_15530	9.29e-100	298.0	COG4604@1|root,COG4604@2|Bacteria,1QU78@1224|Proteobacteria,2TUJ3@28211|Alphaproteobacteria,3ZYT7@60136|Sulfitobacter	ATPases associated with a variety of cellular activities	ceuD	-	ko:K02013	ko02010,map02010	ko00000,ko00001,ko00002,ko01000,ko02000	ABC_tran
2812	MBU2941088.1	633131.TR2A62_1073	1.26e-22	97.1	2CH84@1|root,33JZ9@2|Bacteria,1NIPG@1224|Proteobacteria,2UJNH@28211|Alphaproteobacteria	-	-	-	-	-	-	-
2812	MBU2941089.1	644076.SCH4B_3659	2.92e-38	143.0	COG0810@1|root,COG0810@2|Bacteria,1MZXC@1224|Proteobacteria,2UCBT@28211|Alphaproteobacteria,4NDBM@97050|Ruegeria	TolA C-terminal	-	-	ko:K03832	-	ko00000,ko02000	TonB_2,TonB_C
2812	MBU2941090.1	314262.MED193_22041	1.15e-36	128.0	COG0848@1|root,COG0848@2|Bacteria,1N9Y7@1224|Proteobacteria,2UFRE@28211|Alphaproteobacteria,2P3SA@2433|Roseobacter	Biopolymer transport protein ExbD/TolR	-	-	ko:K03559	-	ko00000,ko02000	ExbD
2812	MBU2941091.1	644107.SL1157_0508	3.63e-46	152.0	COG0848@1|root,COG0848@2|Bacteria,1MZVY@1224|Proteobacteria,2UCHQ@28211|Alphaproteobacteria,4NCMQ@97050|Ruegeria	Biopolymer transport protein ExbD/TolR	-	-	ko:K03559	-	ko00000,ko02000	ExbD
2812	MBU2941092.1	999611.KI421504_gene1342	1.18e-94	290.0	COG0811@1|root,COG0811@2|Bacteria,1MX5J@1224|Proteobacteria,2TU50@28211|Alphaproteobacteria,28292@191028|Leisingera	MotA/TolQ/ExbB proton channel family	-	-	ko:K03561	-	ko00000,ko02000	MotA_ExbB
2812	MBU2941093.1	89187.ISM_00940	1.51e-274	773.0	COG1629@1|root,COG4771@2|Bacteria,1MX42@1224|Proteobacteria,2TR9M@28211|Alphaproteobacteria	COG1629 Outer membrane receptor proteins, mostly Fe transport	-	-	ko:K16087	-	ko00000,ko02000	Plug,TonB_dep_Rec
2812	MBU2941094.1	34007.IT40_02065	4.28e-261	739.0	COG1629@1|root,COG4771@2|Bacteria,1MX42@1224|Proteobacteria,2TR9M@28211|Alphaproteobacteria,2PVID@265|Paracoccus	TonB dependent receptor	bhuA	-	ko:K16087	-	ko00000,ko02000	Plug,STN,TonB_dep_Rec
2812	MBU2941095.1	314262.MED193_08038	2.84e-59	188.0	COG1846@1|root,COG1846@2|Bacteria,1QASF@1224|Proteobacteria,2TTQH@28211|Alphaproteobacteria,2P4Q5@2433|Roseobacter	Transcriptional regulator, MarR family protein	-	-	-	-	-	MarR_2
2812	MBU2941096.1	314262.MED193_03487	2.56e-96	283.0	COG0406@1|root,COG0406@2|Bacteria,1RFBD@1224|Proteobacteria,2U7SK@28211|Alphaproteobacteria	Belongs to the phosphoglycerate mutase family	-	-	-	-	-	His_Phos_1
2812	MBU2941097.1	1443111.JASG01000004_gene3316	1.07e-243	671.0	COG1236@1|root,COG1236@2|Bacteria,1RBYT@1224|Proteobacteria,2U2M0@28211|Alphaproteobacteria,3ZX3H@60136|Sulfitobacter	Beta-lactamase superfamily domain	-	-	-	-	-	Lactamase_B,Lactamase_B_2
2812	MBU2941098.1	314262.MED193_03497	6.06e-231	638.0	COG3842@1|root,COG3842@2|Bacteria,1MU3I@1224|Proteobacteria,2TUS8@28211|Alphaproteobacteria,2P4AC@2433|Roseobacter	TOBE domain	afuC2	-	ko:K02010	ko02010,map02010	ko00000,ko00001,ko00002,ko01000,ko02000	ABC_tran,TOBE_2
2812	MBU2941099.1	314262.MED193_03502	0.0	989.0	COG1178@1|root,COG1178@2|Bacteria,1MWEV@1224|Proteobacteria,2TVQS@28211|Alphaproteobacteria,2P3NQ@2433|Roseobacter	Binding-protein-dependent transport system inner membrane component	afuB2	-	ko:K02011	ko02010,map02010	ko00000,ko00001,ko00002,ko02000	BPD_transp_1
2812	MBU2941100.1	314262.MED193_03507	8.05e-211	585.0	COG1840@1|root,COG1840@2|Bacteria,1MXZ8@1224|Proteobacteria,2TRY8@28211|Alphaproteobacteria,2P484@2433|Roseobacter	Bacterial extracellular solute-binding protein	afuA	-	ko:K02012	ko02010,map02010	ko00000,ko00001,ko00002,ko02000	SBP_bac_11,SBP_bac_6,SBP_bac_8
2812	MBU2941101.1	1472418.BBJC01000003_gene1383	6.87e-177	498.0	COG0697@1|root,COG0697@2|Bacteria,1N1FR@1224|Proteobacteria,2UEYF@28211|Alphaproteobacteria	EamA-like transporter family	-	-	-	-	-	EamA
2812	MBU2941102.1	388401.RB2150_17289	1.79e-101	296.0	COG3310@1|root,COG3310@2|Bacteria,1RDE0@1224|Proteobacteria,2UTCT@28211|Alphaproteobacteria	Protein of unknown function (DUF1415)	-	-	-	-	-	DUF1415
2812	MBU2941103.1	1123367.C666_17505	3.41e-22	103.0	COG2207@1|root,COG2207@2|Bacteria,1Q3UX@1224|Proteobacteria,2VT4I@28216|Betaproteobacteria,2KWHG@206389|Rhodocyclales	Transcriptional regulator	-	-	ko:K04033	-	ko00000,ko03000	HTH_18
2812	MBU2941104.1	1042377.AFPJ01000036_gene1233	8.41e-186	541.0	COG3119@1|root,COG3119@2|Bacteria,1MUJH@1224|Proteobacteria,1RN2V@1236|Gammaproteobacteria	COG3119 Arylsulfatase A and related enzymes	-	-	ko:K01130	ko00140,ko00600,map00140,map00600	ko00000,ko00001,ko01000	Sulfatase,Sulfatase_C
2812	MBU2941105.1	1300350.DSW25_13220	0.0	905.0	COG3119@1|root,COG3119@2|Bacteria,1MV0B@1224|Proteobacteria,2TRI6@28211|Alphaproteobacteria,3ZVZD@60136|Sulfitobacter	Choline sulfatase enzyme C terminal	-	-	-	-	-	Choline_sulf_C,Sulfatase
2812	MBU2941106.1	1300350.DSW25_13225	1.55e-190	531.0	COG4176@1|root,COG4176@2|Bacteria,1MUM4@1224|Proteobacteria,2TRF1@28211|Alphaproteobacteria,3ZZF7@60136|Sulfitobacter	Binding-protein-dependent transport system inner membrane component	proW	-	ko:K02001	ko02010,map02010	ko00000,ko00001,ko00002,ko02000	BPD_transp_1
2812	MBU2941107.1	1300350.DSW25_13230	8.37e-217	601.0	COG4175@1|root,COG4175@2|Bacteria,1MU86@1224|Proteobacteria,2TS8Y@28211|Alphaproteobacteria,3ZVQM@60136|Sulfitobacter	ATPases associated with a variety of cellular activities	proV	-	ko:K02000	ko02010,map02010	ko00000,ko00001,ko00002,ko01000,ko02000	ABC_tran,CBS
2812	MBU2941108.1	1300350.DSW25_13235	2.5e-210	583.0	COG2113@1|root,COG2113@2|Bacteria,1MWZU@1224|Proteobacteria,2TSYB@28211|Alphaproteobacteria	COG2113 ABC-type proline glycine betaine transport systems periplasmic components	proX	-	ko:K02002	ko02010,map02010	ko00000,ko00001,ko00002,ko02000	OpuAC
2812	MBU2941109.1	1300350.DSW25_13240	1.8e-131	380.0	COG0583@1|root,COG0583@2|Bacteria	DNA-binding transcription factor activity	-	-	-	-	-	HTH_1,LysR_substrate
2812	MBU2941110.1	1300350.DSW25_11805	2.44e-216	598.0	COG3246@1|root,COG3246@2|Bacteria,1MZTP@1224|Proteobacteria,2TQKN@28211|Alphaproteobacteria,3ZYWS@60136|Sulfitobacter	beta-keto acid cleavage enzyme	-	-	-	-	-	BKACE
