key	query	seed_ortholog	evalue	score	eggNOG_OGs	description	preferred_name	GOs	KEGG_ko	KEGG_pathway	brite	PFAMs
70	QHH96006.1	1217703.F904_00533	0.0	1096.0	COG4627@1|root,COG4627@2|Bacteria,1MWG7@1224|Proteobacteria,1RQEJ@1236|Gammaproteobacteria,3NM3B@468|Moraxellaceae	Pfam Methyltransferase	-	-	-	-	-	Glycos_transf_1
70	QHH96007.1	1217703.F904_00532	0.0	1116.0	COG1686@1|root,COG2843@1|root,COG1686@2|Bacteria,COG2843@2|Bacteria,1QU7B@1224|Proteobacteria,1SDQ3@1236|Gammaproteobacteria,3NISN@468|Moraxellaceae	Bacterial capsule synthesis protein PGA_cap	-	-	ko:K01929	ko00300,ko00550,ko01100,ko01502,map00300,map00550,map01100,map01502	ko00000,ko00001,ko01000,ko01011	PGA_cap
70	QHH96008.1	1217703.F904_00531	1.15e-174	486.0	2B1M2@1|root,31U2I@2|Bacteria,1QRW3@1224|Proteobacteria,1RV37@1236|Gammaproteobacteria,3NJCR@468|Moraxellaceae	-	-	-	-	-	-	-
70	QHH96009.1	1217703.F904_00530	7.31e-69	208.0	COG3695@1|root,COG3695@2|Bacteria,1N7J2@1224|Proteobacteria,1SCIZ@1236|Gammaproteobacteria,3NPDQ@468|Moraxellaceae	6-O-methylguanine DNA methyltransferase, DNA binding domain	ybaZ	GO:0003674,GO:0003676,GO:0003677,GO:0003684,GO:0005488,GO:0005515,GO:0019899,GO:0097159,GO:1901363	ko:K07443	-	ko00000	DNA_binding_1
70	QHH96010.1	1217713.F993_00007	1.28e-155	439.0	2AZQW@1|root,31RZX@2|Bacteria,1QPGS@1224|Proteobacteria,1TN72@1236|Gammaproteobacteria,3NQ3N@468|Moraxellaceae	-	-	-	-	-	-	Barstar
70	QHH96011.1	1144672.F966_00221	1.08e-91	269.0	COG0589@1|root,COG0589@2|Bacteria,1MZ3K@1224|Proteobacteria,1SF1R@1236|Gammaproteobacteria,3NP0V@468|Moraxellaceae	Universal stress protein	-	-	-	-	-	Usp
70	QHH96012.1	1217703.F904_00528	4.55e-150	421.0	COG0110@1|root,COG0110@2|Bacteria,1NI8A@1224|Proteobacteria,1SI69@1236|Gammaproteobacteria,3NJXY@468|Moraxellaceae	Hexapeptide repeat of succinyl-transferase	-	-	ko:K00638	-	br01600,ko00000,ko01000,ko01504	Hexapep
70	QHH96013.1	1217703.F904_00527	0.0	1447.0	COG4773@1|root,COG4773@2|Bacteria,1MW5E@1224|Proteobacteria,1RMBD@1236|Gammaproteobacteria,3NKTA@468|Moraxellaceae	TonB dependent receptor	-	-	ko:K16088	-	ko00000,ko02000	Plug,STN,TonB_dep_Rec
70	QHH96014.1	1144672.F966_00219	1.32e-35	121.0	2AZQJ@1|root,31RZI@2|Bacteria,1QPGC@1224|Proteobacteria,1TN6M@1236|Gammaproteobacteria,3NQ2Y@468|Moraxellaceae	-	-	-	-	-	-	-
70	QHH96015.1	1144672.F966_00218	6.59e-106	306.0	COG0782@1|root,COG0782@2|Bacteria,1RCXW@1224|Proteobacteria,1S3UP@1236|Gammaproteobacteria,3NKAV@468|Moraxellaceae	Necessary for efficient RNA polymerase transcription elongation past template-encoded arresting sites. The arresting sites in DNA have the property of trapping a certain fraction of elongating RNA polymerases that pass through, resulting in locked ternary complexes. Cleavage of the nascent transcript by cleavage factors such as GreA or GreB allows the resumption of elongation from the new 3'terminus. GreA releases sequences of 2 to 3 nucleotides	greA	GO:0001098,GO:0001108,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006354,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031326,GO:0032774,GO:0032784,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097659,GO:1901360,GO:1901362,GO:1901576,GO:1903506,GO:2000112,GO:2001141	ko:K03624	-	ko00000,ko03021	GreA_GreB,GreA_GreB_N
70	QHH96016.1	1144672.F966_00217	0.0	2127.0	COG0458@1|root,COG0458@2|Bacteria,1MUDZ@1224|Proteobacteria,1RPIU@1236|Gammaproteobacteria,3NIFC@468|Moraxellaceae	Carbamoyl-phosphate synthetase ammonia chain	carB	GO:0000050,GO:0000166,GO:0003674,GO:0003824,GO:0004087,GO:0004088,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005951,GO:0006082,GO:0006139,GO:0006206,GO:0006220,GO:0006221,GO:0006520,GO:0006525,GO:0006526,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008144,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009112,GO:0009117,GO:0009165,GO:0009218,GO:0009220,GO:0009259,GO:0009260,GO:0009987,GO:0016053,GO:0016597,GO:0016874,GO:0016879,GO:0016884,GO:0017076,GO:0018130,GO:0019438,GO:0019627,GO:0019637,GO:0019693,GO:0019752,GO:0019856,GO:0030554,GO:0031406,GO:0032553,GO:0032555,GO:0032559,GO:0032991,GO:0034641,GO:0034654,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0043177,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046112,GO:0046390,GO:0046394,GO:0046483,GO:0046872,GO:0055086,GO:0071704,GO:0071941,GO:0072527,GO:0072528,GO:0090407,GO:0097159,GO:0097367,GO:1901135,GO:1901137,GO:1901265,GO:1901293,GO:1901360,GO:1901362,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1902494	ko:K01955	ko00240,ko00250,ko01100,map00240,map00250,map01100	ko00000,ko00001,ko00002,ko01000	CPSase_L_D2,CPSase_L_D3,MGS
70	QHH96017.1	1144672.F966_00216	2.32e-282	770.0	COG0505@1|root,COG0505@2|Bacteria,1MUB9@1224|Proteobacteria,1RMAW@1236|Gammaproteobacteria,3NJIR@468|Moraxellaceae	Belongs to the CarA family	carA	GO:0000050,GO:0003674,GO:0003824,GO:0004088,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005951,GO:0006082,GO:0006139,GO:0006206,GO:0006207,GO:0006220,GO:0006221,GO:0006520,GO:0006525,GO:0006526,GO:0006541,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009064,GO:0009084,GO:0009112,GO:0009117,GO:0009165,GO:0009218,GO:0009220,GO:0009259,GO:0009260,GO:0009987,GO:0016053,GO:0016874,GO:0016879,GO:0016884,GO:0018130,GO:0019438,GO:0019627,GO:0019637,GO:0019693,GO:0019752,GO:0019856,GO:0032991,GO:0034641,GO:0034654,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044444,GO:0044464,GO:0046112,GO:0046390,GO:0046394,GO:0046483,GO:0055086,GO:0071704,GO:0071941,GO:0072527,GO:0072528,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607,GO:1902494	ko:K01956	ko00240,ko00250,ko01100,map00240,map00250,map01100	ko00000,ko00001,ko00002,ko01000	CPSase_sm_chain,GATase
